node,betweenness_centrality,in_degree,freq_in_long,in_degree_centrality,max_out_amount,clustering_coefficient,degree_centrality,out_degree,max_in_amount,avg_out_amount,is_phisher
0x679a8cf6e181ebbcd9d14d0bd9595d8cfb79ecdf,1.134e-05,72,0.4,0.00064701,82.023354,0.01333333,0.00068583,3,7.0,29.474291,1
0xa0a32a1068e058441f5a17bfc3892fd7078e1353,4.08e-06,4,0.016667,0.00016306,11.36,0.14285714,0.00036688,5,7.907106,2.286,1
0xfe8c1da94934fa990c6e2b653403cdc639654106,0.0,0,0.0,0.0,0.0,0.0,0.00011321,1,0.0,0.0,0
0x916fdde86a4320a484e45660909f00723cfa4572,0.0,0,0.0,0.0,0.149376,0.0,0.00016909,15,0.0,0.138464,0
0x021e9a526d62db301f0435f697075e2f4410a298,0.0,1,0.0,6.722e-05,0.016374,0.0,0.00013444,1,0.02,0.016374,0
0x9bc58ad63c1366de6f16c5cedce3fc1d12203f92,0.0,0,0.0,0.0,0.1,0.0,0.00066269,1,0.0,0.1,0
0x0bd93b02e58f326756679b823484894a6a542ad7,0.0,0,0.0,0.0,0.300832,0.0,0.00013667,1,0.0,0.300832,0
0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,0.00153848,49,0.272222,0.00063312,11.5,0.0158371,0.00074823,8,4.995,4.4106,1
0xe8a8ce781bb7047726dbb7732ab0e502adf8b0b6,1.133e-05,7,0.038889,0.00052846,0.262254,0.05555556,0.00075494,5,0.5,0.196749,1
0x2bb5e936117f0aeba8182bb0db4dc1f763c9d074,0.0,7,0.038889,0.00024063,0.002075,0.075,0.00068177,15,0.002372,0.000141,1
0x52005b77fbebf53cfd9527a388f58d0431aaaa3e,0.01098238,24,0.133333,0.00203625,12.8,0.01846154,0.00274893,17,11.916966,2.326631,1
0x6cd72a9a276d03696f88bc0ddf908fd6832599cc,1.21e-06,1,0.005556,0.0001341,0.002193,1.0,0.00040231,2,0.005,0.001097,1
0x017ef84362b20fc06b52c8fc75026342e37301fa,0.0,1,0.005556,0.04347826,0.0,0.0,0.04347826,0,1.0,0.0,0
0x0c9fe4966e78150900bafc58731e1c51d91d41dc,8.605e-05,9,0.005556,0.00015595,0.15,0.01619433,0.00081875,71,0.158595,0.004179,1
0xb8f18b49a2b97ebd65fd1379f4f5d3db89855622,0.00058372,14,0.077778,0.00018262,10.0,0.04666667,0.00063918,30,10.049,1.143029,1
0xf44d7b20af5c21b781a505d2d7c5da24cfe07ec7,0.0,0,0.0,0.0,0.0,0.0,0.00068587,1,0.0,0.0,0
0x8b51dbe1a21b1720398fb53804104d511bf22059,0.0,0,0.0,0.0,0.051,0.0,0.00024789,1,0.0,0.051,0
0xe1561ad4ed9bc88961b154482bb9b6f0f3399150,0.0,1,0.005556,0.03571429,0.0,0.0,0.03571429,0,0.499,0.0,0
0x12126465a97207809d370d0281e1dd9e799df657,0.0,0,0.0,0.0,9.005301,0.0,0.00012497,2,0.0,7.002126,0
0x6b710b08f93d2472592f5ea4a5ae87df4e1f5380,0.0,0,0.0,0.0,0.0,0.0,0.00024012,3,0.0,0.0,0
0xab4811bfe14b6a5539bcfed84b440eab46ba7d0e,0.00076848,24,0.077778,0.00020273,0.001174,0.04265873,0.00069356,50,0.001744,3.4e-05,1
0xa4a4cc33ee9a85e86005b2fcfd13b84074909095,0.0,0,0.0,0.0,0.001113,0.0,0.00018021,1,0.0,0.001113,0
0x2ba2b853ad1f2a21553c0c7036a263d975d68d5d,2.223e-05,5,0.027778,0.00030444,0.496859,0.0,0.00068498,6,0.500093,0.114851,1
0xb9804a474ab8631ed763794b701e09fd44fabc8d,0.0,0,0.0,0.0,0.0,0.0,0.00025641,1,0.0,0.0,0
0x7eb28833082eb28fd423ab30df20afde98c47dbf,0.00146185,64,0.355556,0.0018448,38.249013,0.01587302,0.00193552,3,5.0,22.959342,1
0x8f491f95e744033487234e54945a44279b932168,0.0,7,0.038889,0.00028418,2.992823,0.07142857,0.00032478,1,1.023125,2.992823,1
0x3cb6e69a330754f21926b7b7102ed23ef7d6f228,0.0,1,0.005556,0.00014975,0.0,0.0,0.00014975,0,2.0,0.0,0
0xec11fd8aaec6dabd30279f8eb58522d52d9be071,0.0,0,0.0,0.0,0.0,0.0,0.0002553,2,0.0,0.0,0
0x8d4f262c737b693c2b5f7f686bc05d334037d180,0.0,0,0.0,0.0,1.096367,0.0,0.05263158,4,0.0,0.451342,0
0xe3938777da25854473c0c9f686aa7ed78e4563e0,1.583e-05,1,0.005556,0.00025214,0.002196,0.33333333,0.00075643,2,0.003,0.001098,1
0x93dcdfbb886d54d8ef2527369d4a6a472276c9e2,0.0,1,0.005556,0.00011983,0.0,0.0,0.00011983,0,0.01,0.0,0
0x224b9f4666472682f3e805f4dc1e0fc39b7b96fb,0.00586556,8,0.044444,0.00033248,4.497821,0.02222222,0.00060955,7,3.502538,1.253162,1
0x100cab0cc2d1ee423bf0442b88bc04e6067486ee,0.0,0,0.0,0.0,0.0,0.0,0.00042753,1,0.0,0.0,0
0xd9c7c0d9d966c43802dff584e487da336d26a949,0.0,0,0.0,0.0,0.0,0.0,0.00024981,1,0.0,0.0,0
0xc3f52d2283e610534ce54110a6f97dbdef2a5999,2e-07,51,0.188889,0.00078844,26.999895,0.00483092,0.00090671,50,23.44962,4.506447,1
0x1ae9bfe5e2384dd8b02746b53dc1fecf974be2ab,0.0,2,0.011111,0.00024522,0.0,0.0,0.00024522,0,2.99,0.0,0
0x6afe645a7e5e6c2e207835bdb93ae0bef55d0aa6,0.0,0,0.0,0.0,0.0,0.0,0.00031099,2,0.0,0.0,0
0x5ab15d763d65f920aa475fad489b9ef0f2accf36,0.00364206,12,0.011111,0.00164835,3.330759,0.01282051,0.00238095,4,0.860003,1.900643,1
0x9c71fdfb778ffb34822022663bac8d39b3b9b49c,0.0,0,0.0,0.0,0.011154,0.0,0.00094518,1,0.0,0.011154,0
0x9586b961dff9ef72ab1256e7e82c9dc4fb1f5d7a,1.184e-05,2,0.011111,4.275e-05,0.025,0.004329,0.0004702,30,0.007,0.000993,1
0xffabc4ced2fdd2f8f6b5a49fa4f34eae69c8e01e,0.0,0,0.0,0.0,0.0,0.0,0.00042176,1,0.0,0.0,0
0x405449e6d7f4a0e7ac136d59cb6a4b8f0e4aa053,6.1e-07,5,0.027778,2.151e-05,18.199471,0.06034802,0.00039799,77,12.0,0.249344,1
0x18b59c53cb5bb358c9d0b3e03a813419e8a43fc5,0.0,1,0.005556,0.00016303,0.0,0.0,0.00016303,0,0.6,0.0,0
0x45feb393bb18593186117e3ebbf9c353c71e09dd,0.0,0,0.0,0.0,0.0,0.0,0.00021272,2,0.0,0.0,0
0x5867fd5e09db28fbfca41e240781c57715508b86,0.0,2,0.011111,0.00011228,0.152016,0.5,0.00022457,6,0.152856,0.025336,1
0x8523489735d2486317046f02bca3fccc657f48c7,0.0,0,0.0,0.0,0.0,0.0,0.0001103,2,0.0,0.0,0
0xa5712afa19d70bb5dd57b91c43fffcaaf077dc3d,0.0633295,25,0.138889,0.00049896,2.78,0.00903955,0.00136079,51,2.088667,0.289597,1
0x09f00d6302f7aa647dbba8e0acc4694255001970,0.0,0,0.0,0.0,0.0,0.0,0.0001256,1,0.0,0.0,0
0xeb945ee7193b578dc1fea2af1712907dfb3b9b24,8.049e-05,1,0.005556,0.00110375,0.003224,1.0,0.00331126,2,0.005,0.001612,1
0x69d07b6d25f32c26faf4170aebbf5c602d6dcaff,1.218e-05,24,0.133333,0.00032536,100.0,0.03574879,0.00077468,106,33.490621,1.892581,1
0xd123c0b9c52af99421765bf129cee22fec0c66be,0.00137423,10,0.055556,0.00859599,6.599559,0.0,0.0095511,2,2.5,4.139697,1
0x8b04b8a3acde2f62b24905b164e16f59c04b22c2,0.0,0,0.0,0.0,4.99,0.0,0.00047259,8,0.0,2.854923,0
0x2ab9c272dd32850421bb2a22fdb7e194ad10386c,2.261e-05,6,0.033333,0.00010942,1.64,0.09090909,0.0004012,8,1.000098,0.413026,1
0xa7d625031fa8f6b975cf6281eeab974b2e8e2029,1.716e-05,72,0.144444,0.00616912,24.261034,0.00232288,0.00631959,2,10.0,12.135517,1
0x94a1768148c40e5b9d10b86fc5f6d91f710d52d0,0.00036206,11,0.011111,0.00011089,0.028185,0.07017544,0.00058218,39,0.03,0.001852,1
0x7c14369f68d7812c105a597beb13ff8da64520c5,4.423e-05,7,0.038889,0.00040313,6.605614,0.04444444,0.0005759,6,4.99003,1.269452,1
0xa1c7b724d357e7a2ecd5995bd60af198d4dbfd98,0.0,0,0.0,0.0,0.0,0.0,0.00011375,1,0.0,0.0,0
0x8ded64c6472a71500b9c0e6f4a31f216e947e406,0.0,0,0.0,0.0,0.0,0.0,0.00011289,1,0.0,0.0,0
0x77faed976e187f26b49e78be8418ab074a341f26,0.00033125,435,0.277778,0.07913669,3.08615,9.713e-05,0.07969009,47,15.9958,0.838514,1
0x9bfd47429fd1e6c4cef5f907aee8909a69bcfa58,0.0,1,0.005556,0.0008726,0.047201,1.0,0.0026178,2,0.05,0.023601,1
0xe57cb5ac68df7b399af0f7745d8fb22098d24464,0.00701262,2,0.011111,0.01075269,23.199,0.33333333,0.03225806,4,53.2,13.32475,1
0xc9aedee8fedb4663e0adba2daa539ff20707358e,0.0,1,0.005556,0.00051948,0.009098,1.0,0.00155844,2,0.01,0.004549,1
0x5cd6af8a828a596baea78c110157df40e380170d,0.03439153,4,0.022222,0.14285714,26.174912,0.0,0.17857143,1,10.6,26.174912,1
0x7ad51e48de134cee0ad4511a4fb6bc8f1c3e40ac,4.5e-07,7,0.027778,3.337e-05,0.000692,0.00772947,0.00038378,50,0.005,3.4e-05,1
0xc78d72ec8e4e964a9d03de600f1ebbde9da94ae5,2.402e-05,8,0.027778,0.00017506,0.113845,0.12820513,0.00052519,15,0.1,0.009575,1
0xb330c654eb36254acd1b4e4b08a86a606e89575e,0.0,0,0.0,0.0,0.0,0.0,0.00012458,1,0.0,0.0,0
0x82b8dbcbc196f4c3b30c7a45db2687c4e575412e,0.0,5,0.027778,0.00021706,0.0,0.0,0.00021706,0,4.19,0.0,0
0x3225228b69ff3d6ee490bb51efd4208256c932c8,0.0,0,0.0,0.0,0.0,0.0,0.00027701,1,0.0,0.0,0
0x0527d9352a24a47e1e327d00b76d32ca1f2a473e,0.00021683,17,0.077778,4.781e-05,0.1,0.00103199,0.00136253,194,0.107651,0.00193,1
0xf19c11540e012227466a59cade5f7fcf8dc1d1d1,0.00026569,4,0.022222,0.00033778,10.0,0.0,0.00050667,2,18.083409,9.91703,1
0x24e9f3e65e4cf87f31d30bf2bacd7bc74f7a4305,0.0,4,0.022222,0.00019673,0.0,0.0,0.00019673,0,0.3532,0.0,0
0x8f8b0d2adeb6fbd9390e870df31b07ed63acecec,0.0,0,0.0,0.0,0.0,0.0,0.00031404,4,0.0,0.0,0
0x11ae3208d4f96e76c43ac9ec1111a923773741a2,0.0,0,0.0,0.0,0.0,0.0,0.0001186,1,0.0,0.0,0
0xc438b4c0dfbb1593be6dee03bbd1a84bb3aa6213,0.00024875,1531,0.411111,0.17279124,10.4982,0.000143,0.17318217,41,9.74775,1.041618,1
0x375754d07c62922b9d86d461ee761d4ce0e751df,0.0,0,0.0,0.0,0.0,0.0,0.00020593,1,0.0,0.0,0
0x590679bd9b8c452b95be13a4cae4f65ff93d6109,0.00011473,2,0.011111,0.00133067,80.0,0.3,0.00332668,9,250.0,27.778717,1
0x15d16a2073735251e663d96e3647f68e571bcbd3,0.0,7,0.038889,0.0005571,5.61914,0.0,0.00064995,1,1.493095,5.61914,1
0x43e9e7e65bcd75572d9ea568ab02923d3cc38398,0.0,2,0.011111,0.00029218,0.0,0.33333333,0.00043828,4,0.041,0.0,1
0x50f51d3ec96b10c6515fc2b08bf68cc767cbf142,0.00609756,2,0.011111,0.02439024,0.098559,0.0,0.04878049,2,0.1,0.080191,1
0x2c46e5b4fc1cf1f01b01272ce28390508e975589,0.0,0,0.0,0.0,0.0,0.0,0.00014063,5,0.0,0.0,0
0x87a8fd133dbb3e9bdd7e0e901f3ba8c05c1de19b,0.0,0,0.0,0.0,0.98,0.0,0.00014304,1,0.0,0.98,0
0x46a5f60bbfd005e46befd2e1677ce8fd6b3d1676,0.0001536,9,0.05,0.00110715,1.409783,0.04210526,0.00246033,11,1.364593,0.416016,1
0xd3b844053ce430202af28742642ffa1bf58c9a1c,0.0,0,0.0,0.0,0.0,0.0,0.00020458,1,0.0,0.0,0
0xaff9e40f9b245b15a1d1bb45516ca213e682fa81,0.00055809,22,0.122222,0.00625931,10.3599,0.0,0.00685544,2,3.481186,8.67845,1
0x0e3e2414af7b60c108ad9ea85aa268da703e8287,0.01095462,2,0.011111,0.02777778,0.045283,0.0,0.04166667,1,0.05,0.045283,1
0xac527d48ee626113c043ab4172979caad16a35b4,0.0,1,0.005556,0.00013578,0.207767,0.0,0.00027155,3,0.213867,0.06942,1
0x5dd289a6d582530957f8b9d8910a784c9765a2de,0.0,0,0.0,0.0,0.0,0.0,0.00020235,1,0.0,0.0,0
0x700cab1dff0b8951a34bb5e44930ed87c1a5d17a,0.01865167,277,0.738889,0.00184168,16.242295,0.00934701,0.00323376,196,19.002456,0.856008,1
0x2774b600e8d1f496c58863a15d7dc7b8f90955ea,0.0,0,0.0,0.0,0.474726,0.0,0.00010173,1,0.0,0.474726,0
0xcb1f2e123880d4537451f0c35efeeec08088925e,0.05080214,2,0.011111,0.05882353,46.204849,0.0,0.08823529,1,32.37655,46.204849,1
0x879a965b7fc2aecc808942010a68af66e0490355,6.294e-05,12,0.033333,0.00075245,0.859584,0.00952381,0.00143649,10,0.629,0.205669,1
0xbccef24b6c88c7fa9fd7f8606636c06f517a7721,0.0,1,0.005556,0.00543478,0.0,0.0,0.00543478,0,0.0155,0.0,0
0xaee88e91571fd169dff54b2df983757538a12403,0.0,2,0.011111,0.0001569,1.0,0.33333333,0.00039225,4,1.008,0.253274,1
0x5aa04dd46856f5bf2c6857ddcffb66373940b4e1,0.0,0,0.0,0.0,0.0,0.0,0.00224215,1,0.0,0.0,0
0x58300e796e98a8cbde3264b6d3e30412295bf457,0.0,0,0.0,0.0,4.999307,0.0,0.0001428,1,0.0,4.999307,0
0x862cd5fca8c3e23ae09fd2763e73b3a5a0c2484d,0.0,1,0.005556,0.00044723,0.0,0.0,0.00044723,0,0.058832,0.0,0
0x1b229f5c45d4b8dd15b1bb6dcb2e8f7253f7508c,0.00091949,356,1.977778,0.00275063,45.0,0.00071602,0.00488599,201,10.495819,0.731978,1
0x088cdf3a6d315e44d1804de3dc26dac876af6c47,0.0,57,0.316667,0.00173126,10.630602,0.0118798,0.00179784,57,10.63077,1.401999,1
0x8f6834fbdab78677bd0200aa4dc86f1fef43eb14,0.0,1,0.005556,0.00068074,0.009101,1.0,0.00204221,2,0.01,0.004551,1
0x4b93155fdd00c9d234fdcf34bc1cce4d33405c10,0.0,1,0.005556,0.00012801,0.0,0.0,0.00012801,0,10.429591,0.0,0
0x81c8b2fee8b1564ceab4b3381b2ee56855fcfefe,0.05879692,3,0.016667,0.04477612,5.402369,0.0,0.11940299,5,3.5,1.326272,1
0x997e147ab0101d975b85e3487f87171ae42f84f5,0.00035716,45,0.25,0.00055981,1.607083,0.0405311,0.00107423,47,1.607902,0.071288,1
0xe53e25d2cef53a5dcff3430bf266c93ebbcc0535,2.871e-05,8,0.044444,0.00013626,0.011,0.0,0.00068132,17,0.0214,0.00421,1
0xf3376b5ca1d80b0113e9cce79cfd5a67efd72061,0.0,0,0.0,0.0,0.0,0.0,0.00056604,6,0.0,0.0,0
0xf1af7da378c497da91c526424c80979150dc85db,0.0,1,0.005556,0.00367647,0.0,0.0,0.00367647,0,0.000187,0.0,0
0x3a35d75780050b0bd560805055ece41737ccddb2,0.0,0,0.0,0.0,0.0,0.0,0.00019335,1,0.0,0.0,0
0xa4a19cacbeca122b7531b7d0cd9df27375ed4db6,0.0,2,0.011111,0.00057954,0.0,0.0,0.00057954,0,9.995,0.0,0
0x61343265fa886ed0a4b911b64e4c9cf54c056f27,0.0,3,0.016667,0.00012404,0.0,0.1,0.0003101,4,0.000241,0.0,1
0xdfb2f1b76ccd881a6444548185ca0b1f031e0ccd,1.303e-05,8,0.027778,0.00025001,0.01442,0.1,0.00065627,13,0.0146,0.001114,1
0x2bfb0d8b2602ac04fccf7e0d0e1a45060725e692,0.00696203,8,0.044444,0.0125,0.059895,0.0,0.025,9,0.06,0.011722,1
0x00c212762d47c41b203b7e015a393369277ce510,0.0,0,0.0,0.0,0.0,0.0,0.00012744,2,0.0,0.0,0
0x736e84b9b73cf7372c341d679a9ba0284cbd68b3,0.0,2,0.011111,0.0009311,0.009098,0.0,0.0027933,4,0.01,0.004549,1
0x37c81cc9ff71d0f97849a947bf22e8e529b72230,9.58e-06,26,0.144444,0.00017058,82.0,0.03906936,0.00053502,66,23.574762,1.30697,1
0xa6702737d2792160db27ec282aa07530368fff7d,0.0,2,0.011111,0.0002517,0.008771,0.66666667,0.0010068,5,0.01,0.003175,1
0x08ce2e1eb74a452a92a5a8044b18e9882ee1f326,0.0,2,0.011111,0.00024201,0.0,0.0,0.00024201,0,0.267,0.0,0
0xf6861fae2e382a1b7d5bba6ccb8280e96032fd83,0.01961471,2,0.011111,0.00021379,0.0044,0.33333333,0.00053447,5,0.004515,0.001117,1
0x170c2f3e263c62ea5a2a4283f4fef9e4489e4c16,0.0,26,0.111111,8.78e-05,0.010737,0.01486698,0.00058265,71,0.01,0.000285,1
0xfce8ee048678da92153f6a294f410e84d2991e2f,0.0,3,0.016667,0.00022344,0.525071,0.33333333,0.0005586,3,0.525512,0.18139,1
0x37c845c3662653d338bc72cca301b6d306791432,0.0,3,0.016667,0.00019976,0.0,0.0,0.00019976,0,0.99798,0.0,0
0x4d55c9aa978b026221de8eaec0f005884d3c37a1,0.0,1,0.005556,0.00012413,0.0,0.0,0.00024826,1,7.235091,0.0,0
0x3a5bc6f549725cf454c54f27ac274df96f9abe49,0.00101308,16,0.061111,0.00017479,0.99958,0.01564723,0.00053782,41,1.0,0.069013,1
0xe84d8e38ef02d4b4103258051e3bfb3065249133,0.0,0,0.0,0.0,0.0,0.0,0.00019257,1,0.0,0.0,0
0x7acdbca41177c4989812f740e7d122266f28f9be,0.0,0,0.0,0.0,3.0,0.16666667,0.00031804,7,0.0,0.714929,0
0xdeefc1fe4a1638b1b3357e628ac655e17988fc2f,0.0,0,0.0,0.0,0.0,0.0,0.00030845,1,0.0,0.0,0
0xb59cad7ea0d7baa6d35efa65ea19cb868c9015e4,0.0,0,0.0,0.0,0.141475,0.0,0.00381679,1,0.0,0.141475,0
0xf912712c51d7cab1b2a8ef0e3eccf017d598e7ff,0.0,0,0.0,0.0,0.05,0.0,0.00231481,167,0.0,0.000602,0
0xb79801c09906daca314c59935018f97db261f3d7,0.0,0,0.0,0.0,10.013784,0.0,0.00019968,2,0.0,5.056892,0
0xb2a9fa08a8c1869651f77b9ee18137bc9c7fed69,0.0,0,0.0,0.0,0.0,0.0,0.00024125,1,0.0,0.0,0
0x697a278a1a51ab5ba4e65bf7f6f55cffd4e72b35,1.129e-05,2,0.011111,0.00011174,0.116833,0.23809524,0.00044695,8,0.317832,0.039643,1
0x3ae7ce4b4a8be1eac3bf3890e0a3353819387919,0.0,1,0.005556,0.00020916,0.097411,1.0,0.00062748,2,0.1,0.048705,1
0xa5167bf9b8e70cb228c0e558829090e63bee22f9,0.0,1,0.005556,0.00013257,0.0,0.66666667,0.00039772,2,0.005,0.0,1
0x504e85506c4124e560b9a6532314f4f1f9d37e6d,4e-08,9,0.0,0.00015039,5.019389,0.15151515,0.0002793,11,5.0,0.775802,1
0x6050726b2c27f9bef8f0f904d9a9cc368a3abdd4,0.0,0,0.0,0.0,0.923623,0.0,0.00016998,8,0.0,0.427504,0
0x75d615c9fb67e04c215049979ea8015b38656de2,0.00938535,3,0.016667,0.01435407,676.639,0.0,0.01913876,1,373.0,676.639,1
0x8bd0e0d7b01556b510757499fc702eb9a99d7d3c,5.161e-05,3,0.011111,0.00025248,1.057938,0.0,0.00058913,5,1.08,0.294909,1
0xd80c5ba61896cd054aef11e63832bf3758e51198,0.14227086,9,0.05,0.10465116,7.3,0.0,0.29069767,16,23.4157,6.637545,1
0xf6e755da47cea10857aef254a2a0904971440abb,0.02564103,3,0.016667,0.07692308,11.973524,0.0,0.1025641,2,6.933439,6.486762,1
0x4f3f5cd079e119dcad3fa456a42067f75b1ba02e,0.0,0,0.0,0.0,0.0,0.0,0.00011189,1,0.0,0.0,0
0x2208dbfe4b74cd5c3548f1833e793bd93420f51a,0.0,3,0.016667,6.015e-05,0.0,0.66666667,0.00018044,2,0.001,0.0,0
0x408cda7417df8bfc7eb695ddbc92d18fcd322717,0.0,1,0.005556,0.00023213,0.0,0.0,0.00023213,0,0.687,0.0,0
0x78505a5fa9f8b630382a3664a2491e019fb54f74,4.192e-05,2,0.011111,0.00024088,1.157638,0.13333333,0.00072263,4,2.159516,0.53941,1
0xab8109cc302c38a4d3b6a3b33dfd214aec0df3aa,0.0005465,97,0.138889,0.00209188,14.988265,0.00632911,0.00347251,39,12.634904,1.443293,1
0x9c0719a54066e4634c5d2d8f20fcf3dc35709c0b,0.0,0,0.0,0.0,0.0,0.0,0.00013968,1,0.0,0.0,0
0xfba4b747f05e26af411599d25482757bcbe4c939,0.00037411,6,0.033333,7.601e-05,0.017651,0.05789474,0.00033443,23,0.02,0.001657,1
0xecfd2b1d275c03ae6c71919e66f62a5833bcf9ea,0.0,0,0.0,0.0,0.0,0.0,0.0002656,1,0.0,0.0,0
0x3d6b1ce6ba915bf0001b4fc135e98474ef6eeffd,0.00218357,7,0.038889,0.00047535,6.772709,0.0130719,0.00122233,11,4.994,0.65885,1
0x062277aa6340fea9fa2c424055ef654c195ab34c,0.0,1,0.005556,0.00018116,0.0,0.0,0.00018116,0,0.0677,0.0,0
0xc0031f4cebc5b36f8f7dc16b7afff959996482a4,4.217e-05,8,0.005556,0.00030116,12.156,0.02564103,0.00105406,12,9.949711,3.701406,0
0xc2d176d52e03910359cd3a4a0452eebc05e5f143,8e-07,4,0.011111,0.00039916,13.938337,0.0,0.0009979,7,26.83401,3.985362,1
0xde76f91c00f541b3cae2bc1b3d67d0093fd1e1bd,1.07e-06,7,0.005556,0.0003116,0.001625,0.14379085,0.00093479,15,0.003,0.000269,1
0x0c3130255b42ea7511916528c200a1d2e683bf72,0.0,1,0.005556,0.00013484,0.0,0.0,0.00013484,0,0.135,0.0,0
0xdcd2820d24116f2cfc7196b6da68d84c557f77be,0.0,0,0.0,0.0,0.0,0.0,0.00033875,1,0.0,0.0,0
0x8ff29e45e09c1189f4fab55556035f964547eaf6,0.0,2,0.011111,6.283e-05,1.0,0.2,0.00015707,5,3.979755,0.6,0
0x4df1407df017453ac55dd27c7bdf99b55b7af18c,0.0,1,0.005556,6.997e-05,2.143951,0.0,0.00013995,2,0.077846,1.117839,0
0xcc38b61a1a4366cc033159744364862c65a05e3d,8.198e-05,2,0.011111,0.00023505,0.0475,0.16666667,0.00058761,3,0.0549,0.019688,1
0x9503a91432fc93a4a7d6fc3e0788bca843f771f6,7.231e-05,2,0.011111,0.00024099,1.0,0.06666667,0.00072298,5,1.066306,0.225151,1
0x27a04ac818bc0df91e127ad57ec0e448864eda2f,0.0,6,0.033333,0.00072254,9.998296,0.3,0.00090318,6,10.000054,4.02296,1
0x197f986c640aedfd3ce94553c61ece11937bc2bb,0.00099025,8,0.044444,0.00032015,6.0,0.025,0.00064031,8,3.12416,1.106965,1
0x6dc7115b291f06d7b77659c3d7d81e535548c318,0.01568123,9,0.05,0.00037545,1.041852,0.02197802,0.00093861,16,2.24,0.476856,1
0xd4d8094416941ca26485c3b93e4e41e549a98452,5.8e-07,5,0.011111,0.00035982,0.001118,0.01282051,0.00107945,12,0.002,0.000145,1
0x68fc33994201cfa4f1765de67a1272c118e094e2,0.0,1,0.005556,5.335e-05,0.0,0.0,0.0002134,8,0.7378,0.0,0
0xb832cbda2d4590a91bb4b29c2e9b0bfca0764c05,0.0,0,0.0,0.0,0.0,0.0,0.00010155,1,0.0,0.0,0
0x240c344c297ea7cb6b07e407022c7d14bae9d892,0.00609541,12,0.0,0.00054887,5.61,0.02173913,0.00119755,16,2.5,0.448044,1
0x3d0e1fe1de1021453518f105e0c2c5847f78106d,0.0,0,0.0,0.0,0.0,0.0,0.00031289,1,0.0,0.0,0
0x134481bc8b90bd883275caa5e15c35d85470f344,0.00027475,7,0.038889,0.0010352,0.095,0.1,0.00310559,5,0.050022,0.0204,1
0x147f98efcdc7243877057ea54c5cbf9816b9dfe1,0.04545455,2,0.011111,0.08333333,12.998679,0.0,0.25,2,13.0,6.999339,1
0x80f30eea275812321a5dc3c2b2717df73b5635b9,0.0,0,0.0,0.0,0.0,0.0,0.00010412,1,0.0,0.0,0
0xbee564dca2df485084426b8611c6d5c011640c49,0.06964018,12,0.066667,0.05172414,21.0,0.19230769,0.12068966,12,16.516072,4.113444,1
0x975c09ca2c0d1ce050d78a56495cfb77bb35c03d,0.00158227,12,0.038889,0.00036591,1.47,0.0,0.00040657,4,0.395314,0.4275,1
0xe4de14d4f9375e1236856f1180263a0c5ef1a70f,6.14e-06,1,0.005556,0.00063939,0.008757,1.0,0.00191816,2,0.01,0.004379,1
0x4c83809420caf72dd6afbcc3c1389fbc93d5aebd,2.4e-07,36,0.2,0.00011935,34.9,0.2,0.00041774,7,1.682723,5.334299,1
0x2f72be87d6a874f1763306c7c1c3d31c5fa8f0ef,4.656e-05,4,0.022222,0.00064652,3.780229,0.0,0.00080815,1,1.318714,3.780229,1
0x438f6084e95b73172bbea086c1f0c329e9ba9312,0.00088853,1,0.005556,0.00105597,0.007794,0.0,0.0031679,2,0.01,0.003897,1
0x2e462fdef8cde7db82aa3f7c627731be94f7c9c4,9.217e-05,27,0.15,0.00088621,12.003871,0.02463054,0.001028,7,4.9,4.02341,1
0xccdf72de615b5158bb37931bbce645aa69221520,0.03684211,2,0.011111,0.1,1.930782,0.0,0.15,1,1.338309,1.930782,1
0x599d7c1752b82119a0963d00c8fd90af41eee439,0.0,0,0.0,0.0,0.0,0.0,0.00010412,1,0.0,0.0,0
0x71b467fde5503f711cf2b6b70633994f12ecb20a,1.514e-05,9,0.022222,0.00228891,1.273538,0.0,0.00508647,16,1.31,0.289735,1
0x93d8d5bb1f1e4822f3c614d9a09e7c5e3fabc13a,0.00206398,8,0.0,0.04678363,39.304967,0.0,0.05263158,1,25.0,39.304967,1
0xe7a06aab8286cef4206942a4891ee95a40e86466,3.89e-06,51,0.283333,0.00040976,67.733098,0.02222222,0.00042147,1,10.0,67.733098,1
0x2ad180cbaffbc97237f572148fc1b283b68d8861,0.0001448,2660,14.177778,0.10497551,10.799987,0.00011269,0.1053304,43,6.88,0.536361,1
0x496492cdbac07a968f852dc7d37514af11994acd,0.0,1,0.005556,0.00847458,0.0,0.0,0.00847458,0,0.2,0.0,0
0xa789f0eaf3dea7dc6bb5d1498b2cd19eca7e54c1,0.07051282,2,0.011111,0.15384615,20.622069,0.0,0.23076923,1,18.883015,20.622069,1
0x7a2b2409e888ca622b68d2e38122f86822b0fe35,0.02402402,3,0.016667,0.08108108,15.044921,0.0,0.10810811,1,7.371224,15.044921,1
0x001c1ae44d4eb6a3f470eba976c7253c55313bca,0.0,0,0.0,0.0,2.9,0.0,0.00035829,13,0.0,1.221538,0
0x3b410ffcf885ceae2d20becdbb491851128d282a,8.136e-05,38,0.211111,0.00034147,22.0,0.02021858,0.00078208,79,7.0,0.445986,1
0xf8174009999f1f354133349f59203a30a1767e8a,0.0,0,0.0,0.0,0.0,0.0,0.00022769,2,0.0,0.0,0
