node,sample_idx,n_nodes,n_edges,is_phisher,out_degree,in_degree,direction_ratio,max_out_amount,min_out_amount,avg_out_amount,max_in_amount,min_in_amount,avg_in_amount,account_balance,lifetime_days,active_days,freq_out_short,freq_in_short,freq_out_long,freq_in_long,short_long_out_ratio,short_long_in_ratio,katz_centrality,betweenness_centrality,degree_centrality,closeness_centrality,clustering_coefficient,eigenvector_centrality,in_degree_centrality,out_degree_centrality
0x3362ea011734eeeec1c6181fb03930c7c550d06a,226,5726,56506,True,19,20,0.487179,174.99958,0.49958,56.723768,175.0,0.297795,53.88799,0.0082,10,5,0.633333,0.666667,0.105556,0.111111,6.0,6.0,0.01283095,0.0,0.00104803,0.15641536,0.26666667,0.0,0.00087336,0.00017467
0x1dfabf381d80dd29d43bc347207b30a5c484bbd0,227,64322,1551698,True,375,10052,0.035964,0.0,0.0,0.0,0.01,0.0,1e-06,0.009997,237,95,0.0,4.233333,0.0,55.5,0.0,0.076276,0.00477988,0.06607469,0.00609443,0.157169,0.005935,0.0,0.00093282,0.00516161
0xe53e25d2cef53a5dcff3430bf266c93ebbcc0535,228,22017,123477,True,17,8,0.68,0.011,0.0,0.00421,0.0214,0.0025,0.012366,0.027363,116,14,0.133333,0.066667,0.094444,0.044444,1.411765,1.5,0.00618467,2.989e-05,0.00068132,0.01507061,0.0,0.0,0.00013626,0.00054506
0xa5167bf9b8e70cb228c0e558829090e63bee22f9,229,7544,49719,True,2,1,0.666667,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.010599,0.0,0.00039772,0.00989347,0.66666667,0.0,0.00013257,0.00026515
0xe4c94d45f7aef7018a5d66f44af780ec6023378e,230,15389,385358,True,3,10089,0.000297,0.005,5e-05,0.002017,0.0,0.0,0.0,-0.00605,853,247,0.0,0.033333,0.005556,0.083333,0.0,0.4,0.04115337,0.02235381,0.05764232,0.32448936,2.036e-05,3e-08,0.05744736,0.00019496
0xf6fc6941643384ccd56ad8f084beeb338b77128a,231,13603,157689,True,6,3,0.666667,0.8,0.304834,0.429139,1.395,0.54,0.86,0.005166,68,7,0.033333,0.0,0.033333,0.016667,1.0,0.0,0.00861333,0.00035203,0.00058815,0.03953004,0.0,0.0,0.00014704,0.00044111
0xd123c0b9c52af99421765bf129cee22fec0c66be,232,1048,154458,True,2,10,0.166667,6.599559,1.679836,4.139697,2.5,0.005,0.828528,0.005882,3,4,0.066667,0.333333,0.011111,0.055556,5.999999,6.0,0.03210112,0.00137423,0.0095511,0.10363839,0.0,0.0,0.00859599,0.00095511
0x8b1f49491477e0fb46a29fef53f1ea320d13c349,233,25898,796955,True,2,10280,0.000195,0.02,0.01,0.015,0.0,0.0,0.0,-0.03,422,122,0.0,0.033333,0.0,0.222222,0.0,0.15,0.01274793,2.665e-05,0.00586941,0.33700369,0.00261415,1e-08,0.00583079,3.861e-05
0x2a1cbda9f24255ff3489561af72342871c06b7a3,234,14264,192837,True,2,1,0.666667,0.584307,0.0,0.292153,0.586842,0.586842,0.586842,0.002536,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.00799319,1.991e-05,0.00021033,0.04424737,0.66666667,0.0,7.011e-05,0.00014022
0x1161acf9a61b8cd951f5364e897c586883a1fe76,235,10698,42512,True,2,6,0.25,7.0,3.691177,5.345588,7.00042,0.5,1.78215,0.001722,2,2,0.066667,0.2,0.011111,0.033333,5.999999,6.0,0.01058676,0.00022999,0.00065439,0.40525983,0.0,3.8e-07,0.00046742,0.00018697
0xff9551a6fc7c1c8ca64bb6966f4120b206897b83,236,4865,130685,True,7,3,0.7,0.001142,0.0,0.000261,0.002,0.001,0.0014,0.002374,10,3,0.233333,0.1,0.038889,0.016667,6.0,6.0,0.01372738,3.321e-05,0.00143914,0.02738438,0.13333333,0.0,0.00041118,0.00102796
0x9a6f1bc9a4b2f1739bb84353d86022fe7dcadd40,237,7667,36495,True,3,1,0.75,0.000877,0.0,0.000292,0.003,0.003,0.003,0.002123,8,3,0.1,0.033333,0.016667,0.005556,6.0,5.999999,0.01056101,3.209e-05,0.00052178,0.01030005,0.5,0.0,0.00013045,0.00039134
0x997f075b25cee2feb07ef1b53b202ad1c33bc739,238,85,125,True,1,7,0.125,1995.476051,1995.476051,1995.476051,406.448322,234.99958,285.068067,0.00042,0,1,0.033333,0.233333,0.005556,0.038889,5.999999,6.0,0.11174856,0.02008032,0.0952381,0.48609779,0.0,3.21e-06,0.08333333,0.01190476
0xf6bbfbff12d0bec5cb7b491474a062e9f374dc14,239,6320,75864,True,1,2,0.333333,0.205772,0.205772,0.205772,0.124558,0.081655,0.103107,0.000441,8,3,0.033333,0.066667,0.005556,0.011111,5.999999,5.999999,0.01267243,2.279e-05,0.00047476,0.0531226,0.33333333,8.87e-06,0.00031651,0.00015825
0x1b229f5c45d4b8dd15b1bb6dcb2e8f7253f7508c,240,82891,1104283,True,201,356,0.360862,45.0,0.001,0.731978,10.495819,0.010441,0.411367,-0.681174,65,57,0.133333,3.633333,1.116667,1.977778,0.119403,1.837079,0.00923916,0.00511994,0.00488599,0.18394719,0.00071602,1e-08,0.00275063,0.00213536
0x3c762e3b21dd137875b3f81a5e0cbf9f0a921c2a,241,74497,1040060,True,77,86,0.472393,48.388183,0.0,1.486138,48.437619,0.000255,1.090155,-20.679313,191,11,0.1,0.033333,0.138889,0.016667,0.72,2.0,0.00444385,0.01266575,0.00153028,0.04380058,0.03062179,1.4e-07,0.00087253,0.00065775
0x9341d5783439a46108be281fd9074d34fe665c61,242,570,1581,True,12,41,0.226415,3343.876435,0.017834,280.518392,3318.434602,0.005016,82.103338,0.016149,0,2,0.4,1.366667,0.066667,0.227778,6.0,6.0,0.04944805,0.01993242,0.08787346,0.17740914,0.00571429,0.00017306,0.06678383,0.02108963
0x53d11bc6bcb2214377bf0b0f9ca963342ec7c21e,243,32922,412784,True,21,10,0.677419,0.007565,0.0,0.000702,0.006582,0.0006,0.003376,0.019017,140,11,0.366667,0.133333,0.116667,0.055556,3.142857,2.4,0.00668638,0.00359442,0.00048601,0.18240562,0.05128205,4e-08,0.00018225,0.00030376
0x18ccadcd55f8dce6d27510ea17926e4ab86959b1,244,1515,34903,True,2,1,0.666667,0.009043,0.0,0.004521,0.01,0.01,0.01,0.000957,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.02543475,0.01224247,0.00198151,0.30156083,1.0,0.0,0.0006605,0.001321
0x22d1755515bef4afd277d8acd42adbac49c77d43,245,47510,1500763,True,9,11185,0.000804,0.029931,0.0001,0.004518,0.024258,0.0,5e-06,0.014425,330,162,0.0,0.233333,0.005556,0.488889,0.0,0.477273,0.19572228,0.15815303,0.20019365,0.2523544,7.338e-05,2e-08,0.20015155,4.21e-05
0x3591d5ce815032e3ef378fa18439e27021b5c47a,246,136493,694640,True,116,20,0.852941,0.492603,0.0,0.02175,0.506983,0.0,0.133684,0.150689,272,33,0.533333,0.033333,0.555556,0.072222,0.96,0.461538,0.00280873,0.00027392,0.00079858,0.02000726,0.00107817,0.0,0.00013188,0.00066671
0xe6eb070bcef81fd12a198ba03fe393e9ee4cb671,247,4400,111883,True,10,4,0.714286,0.32,0.0,0.12175,1.35,0.017824,0.357165,0.211161,73,6,0.1,0.0,0.055556,0.022222,1.8,0.0,0.01433873,0.02801517,0.00272789,0.05204796,0.09090909,0.0,0.00068197,0.00204592
0x43ae04b7bf832bbbeee7ef0b1e6b26501c46d41d,248,119745,1430130,True,332,340,0.494048,39.958508,0.0,0.955638,40.0,0.0,0.933512,0.122166,288,198,0.333333,0.333333,1.444444,1.483333,0.230769,0.224719,0.00889191,5.734e-05,0.00219635,0.19662985,0.00500132,1e-08,0.00199592,0.00020043
0x18560bbb9c87564b85c5d121748c5c13883d3c02,249,8878,38051,True,2,2,0.5,0.16,0.117733,0.138866,0.139815,0.138841,0.139328,0.000924,9,3,0.066667,0.066667,0.011111,0.011111,5.999999,5.999999,0.01074333,1.938e-05,0.0004506,0.02915805,0.0,0.0,0.0002253,0.0002253
0x224b9f4666472682f3e805f4dc1e0fc39b7b96fb,250,18047,147783,True,7,8,0.466667,4.497821,0.108725,1.253162,3.502538,0.05,1.097669,0.009219,19,12,0.233333,0.266667,0.038889,0.044444,6.0,6.0,0.0076482,0.00010152,0.00060955,0.03240633,0.02222222,0.0,0.00033248,0.00027707
0x700cab1dff0b8951a34bb5e44930ed87c1a5d17a,251,115656,1379115,True,196,277,0.414376,16.242295,0.038712,0.856008,19.002456,0.014819,0.6059,0.056807,248,181,0.333333,0.733333,0.716667,0.738889,0.465116,0.992481,0.00880505,0.0077286,0.00323376,0.20320957,0.00934701,1e-08,0.00184168,0.00139207
0x66b27f0bb0a59170d053613b25057f7435bef14b,252,47617,312608,True,68,68,0.5,1.320914,0.203084,0.610368,1.321019,0.203275,0.610777,0.027836,172,31,1.133333,1.133333,0.377778,0.377778,3.0,3.0,0.00576109,0.0,0.00031502,0.10776484,0.03809524,0.0,0.00029402,2.1e-05
0x5d82db63cf0c54d47006d416bdc7dab09ea2f3f1,253,14291,378013,True,2,15,0.117647,1.4,0.109958,0.754979,0.11,0.1,0.100667,4.2e-05,1,2,0.066667,0.5,0.011111,0.083333,5.999999,6.0,0.00875919,0.00235153,0.00111966,0.08445964,0.03333333,0.0,0.00097971,0.00013996
0x76a141a400d8447d14322eabec29fe02bc2389db,254,4832,76263,True,2,2,0.5,3.345932,0.0,1.672966,3.327707,0.02,1.673853,0.001774,0,1,0.066667,0.066667,0.011111,0.011111,5.999999,5.999999,0.0135179,3.81e-06,0.00082799,0.00783378,0.16666667,0.0,0.00041399,0.00041399
0xa2f3fda8cf36b1aba1ca8b006d991d82211c7a38,255,105,6202,True,2,2,0.5,0.048523,0.023362,0.035943,0.083,0.001,0.042,0.012115,2,2,0.066667,0.066667,0.011111,0.011111,5.999999,5.999999,0.09798171,0.06646751,0.03846154,0.17800789,0.0,0.0,0.01923077,0.01923077
0x80fb784b7ed66730e8b1dbd9820afd29931aab03,256,60360,1615915,True,2,11033,0.000181,36682.42497,1999.278413,19340.851692,2708.0,0.0,4.197744,7632.001249,482,215,0.0,0.133333,0.0,0.238889,0.0,0.55814,0.11229417,0.05350946,0.09332494,0.22805703,4.098e-05,1e-08,0.09330837,1.657e-05
0xa970052e459bc8076d64643cb226c882519c946e,257,35613,421698,True,6,13,0.315789,15.01,0.1,5.543333,10.0,0.102056,2.559659,0.015562,233,7,0.166667,0.4,0.027778,0.066667,6.0,6.0,0.00659222,2.056e-05,0.00039313,0.1423285,0.05494505,0.0,0.0002808,0.00011232
0xf6879a233448f48b1ff29572f62fab22f1a817bd,258,257348,1920732,True,1432,50,0.966262,0.2,0.0,0.000303,0.215079,2.8e-05,0.009933,0.0631,395,92,3.966667,0.0,6.694444,0.083333,0.592531,0.0,0.00239192,1.51e-05,0.00084322,0.03172776,0.00510367,0.0,0.00010103,0.00074219
0x9a9ae6884c65725c8f5378dbb6d3900bff36da53,259,713,29326,True,2,3119,0.000641,1.5,1.0,1.25,0.6,0.0,0.002012,3.7749,315,78,0.0,0.233333,0.0,2.583333,0.0,0.090323,0.05022001,0.00033186,0.10393258,0.14586823,0.0,0.9995749,0.10252809,0.00140449
0x0a9f58ee19a7131ed031ea66a032c05c7efe965a,260,76498,762240,True,11,46,0.192982,12.5,0.001,4.753741,5.234373,0.0001,1.136948,0.008463,6,7,0.366667,1.533333,0.061111,0.255556,6.0,6.0,0.00574662,0.00309878,0.00054904,0.12585727,0.04615385,0.0,0.00049675,5.229e-05
0x4121cc82607ebab3f334e067f37fe2709c403bf6,261,108430,1905038,True,156,94,0.624,2.3,0.0,0.051079,1.187148,0.000217,0.084317,-0.042511,238,49,0.1,0.066667,0.372222,0.177778,0.268657,0.375,0.00423887,0.00163797,0.00172463,0.06844068,0.03564303,2.5e-07,0.00071014,0.00101449
0x5a84969bb663fb64f6d015dcf9f622aedc796750,262,53093,1332801,True,1,10101,9.9e-05,10864.718197,10864.718197,10864.718197,100.0,0.0,1.124343,492.267066,444,136,0.0,0.066667,0.0,0.033333,0.0,2.0,0.09268635,7.27e-06,0.08021924,0.20352683,3.474e-05,3e-08,0.08020041,1.884e-05
0x79d385f11536f40d07530ccce540c13642b723f6,263,116335,1511117,True,190,344,0.355805,0.62,0.0,0.02965,0.626673,0.0,0.016608,0.079519,128,58,2.166667,2.133333,1.055556,1.911111,2.052632,1.116279,0.00773084,0.00128435,0.00376502,0.08679057,0.00281,0.0,0.00263895,0.00112607
0xb93a7088a1be4b13d8da7f8bb6a31dc47c625b32,264,3938,13818,True,11,11,0.5,6.079927,0.149916,2.032337,6.08,0.15,2.032451,0.001249,49,10,0.133333,0.133333,0.061111,0.061111,2.181818,2.181818,0.01595132,0.0014485,0.002286,0.00311151,0.05555556,0.0,0.001778,0.000508
0xb9ba61669e7652970180b3b98972b001b8fc88d2,265,7619,115746,True,1,2,0.333333,1.599475,1.599475,1.599475,1.0,0.6,0.8,0.000525,0,1,0.033333,0.066667,0.005556,0.011111,5.999999,5.999999,0.01136725,0.0,0.0003938,0.06542711,0.66666667,0.0,0.00026254,0.00013127
0x5a0d2748a84ac6ecc27d789636dba75ce813a8d0,266,65,277,True,2,4,0.333333,0.05,0.05,0.05,28.77486,3.995007,18.395133,73.480532,0,1,0.066667,0.133333,0.011111,0.022222,5.999999,6.0,0.12400027,0.0,0.0625,0.20710784,0.0,0.98551188,0.03125,0.03125
0x43e9e7e65bcd75572d9ea568ab02923d3cc38398,267,6846,33698,True,4,2,0.666667,0.0,0.0,0.0,0.041,0.01,0.0255,0.051,40,4,0.1,0.033333,0.022222,0.011111,4.5,3.0,0.01211832,0.0,0.00043828,0.00347008,0.33333333,0.0,0.00029218,0.00014609
0xe486bffd5f81bd97e40f4804e2577fc4344c0922,268,18251,67863,True,7,4,0.636364,32.62,0.0,4.668571,16.425302,0.116079,8.171258,0.005032,342,5,0.033333,0.0,0.038889,0.016667,0.857143,0.0,0.00748794,1.71e-05,0.00038356,0.06966829,0.14285714,0.0,0.00010959,0.00027397
0x4c9ddb4cd78f50b94e3b8ad59a34fde952e46dee,269,21503,598197,True,25,7,0.78125,3.45513,0.0,0.336834,1.479615,0.019489,0.733792,-3.284307,22,6,0.833333,0.233333,0.138889,0.038889,6.0,6.0,0.00654166,0.0,0.00032555,0.10326831,0.13333333,0.0,0.00018603,0.00013952
0xc64e83e54480ad9b683c542aec72c363e4c3c466,270,4850,22030,True,2,1,0.666667,0.0,0.0,0.0,0.01,0.01,0.01,0.01,33,2,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.01394196,1.15e-06,0.00061868,0.00317274,0.0,0.0,0.00020623,0.00041246
0x592629e3a365930e30fe5959e97b5afc35163526,271,4355,38410,True,2,1,0.666667,0.0958,0.0,0.0479,0.1,0.1,0.1,0.0042,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.01435983,8.02e-06,0.00068902,0.00797953,0.33333333,0.0,0.00022967,0.00045935
0x1620fb510d45b32b960584ab46bf651c3b9e5479,272,2553,18840,True,2,1,0.666667,0.009103,0.0,0.004551,0.01,0.01,0.01,0.000897,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.01934109,0.0,0.00117555,0.05091393,1.0,4.3e-07,0.00039185,0.0007837
0xa0a5e19e24f16f121e2a661021e8522c9908764b,273,6452,66476,True,4,3,0.571429,17.5,0.0,4.468975,17.86,0.008,5.959333,0.0021,106,6,0.066667,0.033333,0.022222,0.016667,3.0,2.0,0.01247929,1.581e-05,0.00077507,0.01021587,0.1,0.0,0.00031003,0.00046504
0x09613d52dcd73af0abcec4c22dbccddf152da665,274,1984,25022,True,5,2,0.714286,0.007776,0.0,0.001635,0.01,0.004,0.007,0.005824,46,5,0.166667,0.033333,0.027778,0.011111,6.0,3.0,0.02218102,1.73e-05,0.00302572,0.00480555,0.0,0.0,0.00100857,0.00201715
0x147f98efcdc7243877057ea54c5cbf9816b9dfe1,275,13,16,True,2,2,0.5,12.998679,1.0,6.999339,13.0,1.0,7.0,0.001321,58,3,0.033333,0.0,0.011111,0.011111,3.0,0.0,0.27736654,0.04545455,0.25,0.27272727,0.0,0.0006256,0.08333333,0.16666667
0x9b466b5dbe7030f259b6c77c8209329a74807574,276,14565,517102,True,41,16,0.719298,3.1,0.0,0.380769,5.99,0.0,1.021195,0.727589,231,21,0.033333,0.033333,0.044444,0.016667,0.75,2.0,0.00825745,0.00313878,0.00171656,0.07368674,0.03557312,0.0,0.0005493,0.00116726
0xe06ca0b208bddf6123a2dae3f5c087d37da1386c,277,5390,62819,True,7,1,0.875,0.00958,0.0,0.00145,0.015,0.015,0.015,0.004848,15,3,0.233333,0.033333,0.038889,0.005556,6.0,5.999999,0.01323027,3.415e-05,0.00111338,0.02862042,0.13333333,0.0,0.00018556,0.00092782
0x5171b26b0c9bad84b1e85a70e918ca477f3f393d,278,59938,642514,True,81,24,0.771429,0.041408,0.0,0.002064,0.045151,0.0002,0.009202,0.05366,442,25,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.00378055,0.00059069,0.00081753,0.03240867,0.0243129,0.0,0.00018353,0.000634
0xe9893c0d0b560e10f6e874d8f579362689f91bc3,279,11923,123585,True,5,7,0.416667,1.5,0.0,0.378267,1.345,0.001,0.270633,0.003095,77,6,0.066667,0.066667,0.027778,0.038889,2.4,1.714286,0.00901825,1.443e-05,0.00083879,0.01876518,0.02777778,0.0,0.00041939,0.00041939
0x05201cfadc29da01c377223641c4a72dc1d43f96,280,9150,44915,True,3,1,0.75,0.0,0.0,0.0,0.00022,0.00022,0.00022,0.00022,0,1,0.1,0.033333,0.016667,0.005556,6.0,5.999999,0.00991696,8.7e-07,0.00043721,0.01254544,0.0,0.0,0.0001093,0.0003279
0x338f81271564682fca0bf32f2081f7c4c11720ce,281,72968,1019142,True,36,15,0.705882,1.0,0.0,0.099642,1.195,0.000159,0.243394,0.063808,270,28,0.033333,0.033333,0.105556,0.027778,0.315789,1.2,0.00426171,1.861e-05,0.00050708,0.06638757,0.04354354,0.0,0.00017816,0.00032892
0xb2662a908cb0dedc4f1f648c16f8ea832e74a4b0,282,8996,24345,True,3,2,0.6,7.5e-05,0.0,2.5e-05,0.000364,0.0002,0.000282,0.000489,5,4,0.1,0.066667,0.016667,0.011111,6.0,5.999999,0.00962393,2.23e-06,0.00044469,0.0090395,0.33333333,0.0,0.00022235,0.00022235
0x0c3dd2cf9357cde0e50ab7bd791373d074927ef7,283,44417,339661,True,8,9,0.470588,0.553442,0.0,0.153555,0.31108,0.01,0.137768,0.011469,177,13,0.066667,0.033333,0.044444,0.05,1.5,0.666667,0.00570739,2.801e-05,0.00038274,0.09459131,0.10294118,0.0,0.00020263,0.00018012
0x207d4e38a33a96e7a33e0ddc62e8406ff10fb404,284,9,11,True,1,2,0.333333,14.10785,14.10785,14.10785,8.18895,5.919761,7.054355,0.000861,146,2,0.033333,0.0,0.005556,0.011111,5.999999,0.0,0.335011,0.10714286,0.375,0.45,0.0,0.00158009,0.25,0.125
0xcb37118cd8ea90a7a5561310ebca9456736ec021,285,11327,206823,True,7,42,0.142857,15.0,0.07,4.167143,24.0,0.0,1.857734,48.854831,341,23,0.0,0.133333,0.038889,0.227778,0.0,0.585366,0.0096369,0.00192857,0.00070634,0.02593407,0.19047619,0.0,0.00061805,8.829e-05
0xa1e17c98cfd539c4aad12b248319233925db9137,286,10409,83678,True,7,3,0.7,1.1,0.0,0.236229,1.201467,0.01,0.55254,0.004019,70,5,0.066667,0.033333,0.038889,0.016667,1.714286,2.0,0.00997841,4.065e-05,0.0009608,0.05233227,0.08333333,8.6e-07,0.00028824,0.00067256
0x7ad51e48de134cee0ad4511a4fb6bc8f1c3e40ac,287,119860,432938,True,50,7,0.877193,0.000692,0.0,3.4e-05,0.005,0.0005,0.002396,0.015068,250,23,0.033333,0.0,0.188889,0.027778,0.176471,0.0,0.00253519,4.5e-07,0.00038378,0.00642442,0.00772947,0.0,3.337e-05,0.00035041
0x5622d8663b45deb4fd430ba5981bd014a52c12d1,288,5687,111141,True,4,4,0.5,9.9e-05,0.0,2.5e-05,5.2e-05,0.0,3.9e-05,5.8e-05,37,2,0.066667,0.1,0.022222,0.022222,3.0,4.5,0.01281001,0.00015022,0.00123109,0.02608538,0.2,0.0,0.00052761,0.00070348
0xe4c55e5f9b8038a1a35625e7a7482ad31685ad90,289,590,17426,True,2,1,0.666667,0.009093,0.0,0.004546,0.01,0.01,0.01,0.000907,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.04054421,0.0,0.00509338,0.22710001,1.0,4.8e-07,0.00169779,0.00339559
0xe76d7b8b056c5cf89bd892590fc9e4fdff9f04b9,290,8204,108615,True,3,4,0.428571,1.000117,0.02448,0.65716,1.0006,0.24888,0.493233,0.001449,36,5,0.1,0.1,0.016667,0.022222,6.0,4.5,0.01110509,1.95e-06,0.00060953,0.00394784,0.0,0.0,0.00048763,0.00012191
0x088cdf3a6d315e44d1804de3dc26dac876af6c47,291,30037,677332,True,57,57,0.5,10.630602,0.09979,1.401999,10.63077,0.1,1.402183,0.010479,170,43,0.233333,0.233333,0.316667,0.316667,0.736842,0.736842,0.00826105,0.0,0.00179784,0.20342581,0.0118798,0.0,0.00173126,6.659e-05
0x975c09ca2c0d1ce050d78a56495cfb77bb35c03d,292,24597,200406,True,4,12,0.25,1.47,0.04,0.4275,0.395314,0.0,0.129508,-0.155907,219,13,0.0,0.033333,0.016667,0.038889,0.0,0.857143,0.00839324,0.00079016,0.00040657,0.31202626,0.0,0.0,0.00036591,4.066e-05
0x914ec63b45ea7705e53fdd1ce5b98d65f3f60392,293,12416,59816,True,10,3,0.769231,0.007485,0.0,0.001421,0.01,0.0022,0.006415,0.005033,273,4,0.1,0.033333,0.016667,0.005556,6.0,5.999999,0.00861193,5.8e-06,0.00064438,0.00218301,0.0,0.0,0.0001611,0.00048329
0x4c9d7eae0f5a9306d9f091373988e997f227a71a,294,7758,28629,True,6,3,0.666667,41.943515,0.000418,7.150075,42.803594,0.00719,14.301071,0.002766,347,5,0.066667,0.033333,0.016667,0.011111,4.0,3.0,0.01120451,4.64e-06,0.00103133,0.00611077,0.0,0.00010359,0.00038675,0.00064458
0x149759d6e86db8742606fa8b68125233c8d1529f,295,2267,72680,True,5,33,0.131579,0.15,0.05,0.094775,0.08363,0.012935,0.048325,1.120858,202,36,0.166667,0.166667,0.027778,0.155556,6.0,1.071429,0.02119129,7.501e-05,0.00353045,0.01159118,0.03571429,1.8e-07,0.00132392,0.00220653
0x934f2c45311cb60adf024b5a678211df80a6bb68,296,2321,16797,True,2,1,0.666667,0.009103,0.0,0.004551,0.01,0.01,0.01,0.000897,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.02071108,7.342e-05,0.0012931,0.17234688,0.0,1.118e-05,0.00043103,0.00086207
0x5628b9289157013ead72a70ab520bd81055c1003,297,101174,407490,True,67,18,0.788235,1.382,0.0,0.066358,1.358,0.006519,0.252172,0.093114,341,31,0.0,0.033333,0.077778,0.033333,0.0,1.0,0.00351341,5.46e-06,0.00063258,0.04565092,0.00892857,0.0,9.884e-05,0.00053374
0x08e6f41b69df73b6cdb2a418191e651dc4b63334,298,22711,188324,True,26,19,0.577778,1.140019,0.017174,0.305751,1.2,0.1,0.419671,0.024237,80,18,0.333333,0.166667,0.144444,0.105556,2.307692,1.578947,0.00873688,0.00074596,0.00193747,0.31740724,0.00105708,0.0,0.0007926,0.00114487
0x05ceca187caba57008bb531e1c14a2814e848801,299,140441,1267983,True,510,634,0.445804,26.99958,0.04208,1.017075,27.0,0.0,0.818577,0.26964,211,101,2.1,2.3,2.516667,3.15,0.834437,0.730159,0.01107639,0.0,0.00289091,0.20740346,0.00029336,5e-08,0.00287667,1.424e-05
0xd464844ce2cdfdf66b8adf88d800ab80a64417cd,300,1251,14492,True,2,1,0.666667,0.008359,0.0,0.00418,0.01,0.01,0.01,0.001641,373,2,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02779097,6.853e-05,0.0024,0.01121333,0.0,0.0,0.0008,0.0016
0x4c83809420caf72dd6afbcc3c1389fbc93d5aebd,301,16758,89239,True,7,36,0.162791,34.9,0.0,5.334299,1.682723,0.01,1.037744,0.018692,121,37,0.233333,0.033333,0.038889,0.2,6.0,0.166667,0.0069828,7.2e-07,0.00041774,0.00443035,0.2,0.0,0.00011935,0.00029838
0xfaa09a98491ace16a82cb24adecfc68eb6ad2f3c,302,41024,279963,True,17,6,0.73913,0.0133,0.0,0.001629,0.015841,0.0015,0.006557,0.011646,108,6,0.033333,0.0,0.094444,0.033333,0.352941,0.0,0.0047797,0.00048184,0.00048753,0.01958171,0.04411765,0.0,0.00012188,0.00036565
0xf6e755da47cea10857aef254a2a0904971440abb,303,40,64,True,2,3,0.4,11.973524,1.0,6.486762,6.933439,0.9979,4.325495,0.002961,0,1,0.066667,0.1,0.011111,0.016667,5.999999,6.0,0.15968584,0.02564103,0.1025641,0.50720056,0.0,0.0,0.07692308,0.02564103
0x11e9c8d62fc5bc3487253dbb467dcd8f4b80aeb8,304,653,17376,True,2,1,0.666667,4.1e-05,0.0,2.1e-05,0.000127,0.000127,0.000127,8.6e-05,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.03775299,0.0,0.00460123,0.07086538,0.66666667,0.0,0.00153374,0.00306748
0xc7dbcc9aa76e8b7c38ebc4c7ca350d18f10bb0f2,305,7120,110263,True,6,4,0.6,0.003325,0.0,0.000713,0.01,0.00018,0.002811,0.006969,156,6,0.066667,0.033333,0.033333,0.022222,2.0,1.5,0.01091481,4.158e-05,0.00126422,0.05147352,0.25,0.0,0.00042141,0.00084282
0xc3f52d2283e610534ce54110a6f97dbdef2a5999,306,50734,363252,True,50,51,0.49505,26.999895,0.0,4.506447,23.44962,0.464174,4.418599,0.026164,239,42,0.233333,0.2,0.188889,0.188889,1.235294,1.058824,0.0061511,0.0,0.00090671,0.11260993,0.00483092,0.0,0.00078844,0.00011827
0x77faed976e187f26b49e78be8418ab074a341f26,307,1808,143122,True,47,435,0.09751,3.08615,0.025,0.838514,15.9958,0.0,0.223677,57.88928,482,118,0.0,0.166667,0.0,0.277778,0.0,0.6,0.03965726,0.00033125,0.07969009,0.31715825,9.713e-05,0.0,0.07913669,0.0005534
0x9ad30615fa9fa879afe47971935d44abe9950497,308,15501,346213,True,8,18,0.307692,41.64,0.0,12.474939,35.4,0.003481,5.544955,0.009684,91,6,0.233333,0.566667,0.044444,0.1,5.25,5.666667,0.0083552,5.045e-05,0.00154839,0.03305661,0.00790514,0.0,0.00103226,0.00051613
0x668a5e5a388c956dfe1bf940ad30555542ba4551,309,15685,20723,True,2,2,0.5,0.398194,0.02916,0.213677,0.399034,0.03,0.214517,0.00168,43,2,0.033333,0.033333,0.011111,0.011111,3.0,3.0,0.00730943,0.0,0.00019128,0.00011477,0.0,0.0,6.376e-05,0.00012752
0x2bf67455095a09a7a7bb95d69b8a48efca704d0b,310,18876,348504,True,28,3,0.903226,33.192237,0.0,1.349889,0.3,0.1,0.166667,-37.2969,0,1,0.933333,0.1,0.155556,0.016667,6.0,6.0,0.00662958,2.776e-05,0.00031788,0.06815204,0.26666667,0.0,5.298e-05,0.0002649
0x4354dcd0bd968f2b37baaf6f0285113525e5bb8b,311,2169,14399,True,3,1,0.75,0.0,0.0,0.0,0.01,0.01,0.01,0.01,52,2,0.066667,0.0,0.016667,0.005556,4.0,0.0,0.02095678,3e-07,0.00138376,0.00661591,0.0,0.0,0.00046125,0.00092251
